text,annotation
ዛሬ እስካለነበት ወቅት ባለው ሁኔታ የአጠቃላዩ አገራዊ ፖለቲካና የኢህአዴግ አንቀሳቃሽ ሞተር የሆነው ህወሓት የመከፋፈል ችግር እንዳለበት የከተማው ወሬ መሆን የጀመረው ከመጋቢት ወር የመጀመሪያ ቀናት ጀምሮ ነው። ከእነዚያ ቀናት ጀምሮ የፖለቲካው ውስጥ አዋቂ ነው የሚባለው& laquo; ሪፖርተር& raquo; ጋዜጣ በአንድ በኩል ሕዝቡ ከአፍ ወደአፍ እየተቀባበለ እንደየስሜቱና እንደምንጩ የመሰለውን ሲያወራ ሰንብቷል። በመጨረሻ ደግሞ 12ቱ የሕወሓት ሰዎች የልዩነቱን ምክንያትና ስለችግሩ መከፋፈል ስለመኖሩ መናገር ይፋውን በጆሮ እንደመናገር ይሆናል።,"[('የኢህአዴግ', 'ORG'), ('ህወሓት', 'ORG'), ('ከመጋቢት', 'TIME'), ('የሕወሓት', 'ORG')]"
ኢህአዴግ በምርጫም ይሁን በሌላ በሥልጣን ላይ ያለ ቢሮክራሲን የሚመራ የፖለቲካ ድርጅት ነውና ምርጫው ባስከተለው የሥልጣን አለመረጋጋት ላይ የሰሞኑ ሁኔታ ተጨምሮበት በየትኛውም አካባቢ የመንግሥት ሥራ እንቅስቃሴ መቀዝቀዙ ይታያል። በየመንግሥት መሥሪያ ቤቶች ጉዳይ ለመፈፀም የሚሄዱ ባለጉዳዮች የሥራ ኃላፊዎች& laquo; የሉም ስብሰባ ላይ ናቸው። የሚል መልስ እየተሰጣቸው እንደሆነ ይናገራሉ።,"[('ኢህአዴግ', 'ORG')]"
የዲፕሎማቲክ ኮሚኒቲው ስለ ሁኔታው መንግሥትን ለማነጋገር እየሞከረ አለመቻሉ ይነገራል። ይህ ዘገባ ወደህትመት እስከገባበት ጊዜ ስለችግሩ ከመንግሥት ኦፊሴያላዊ መግለጫ ስላልተሰጠበት በሕዝቡም መካከል ግራ የመጋባት አየር ሰፍኖ ሰንብቷል። ለማኛውም የሕወሓት ሁኔታ የእያንዳንዱን የኢህአዴግ አባል ድርጅትና የተደራጀትን አካባቢ ወቅታዊ ሁኔታ በተናጠል መዳሰሱ የችግሩን ግዝፈትና የሚሄድበትን አቅጣጫ ለመገመት ያስችላል።,"[('የሕወሓት', 'ORG'), ('የኢህአዴግ', 'ORG')]"
እስካለፈው ማክሰኞ ጥላ አጥልቶበት የነበረውና ሁሉም የየራሱን ግምት ሲያወራበት የቆይው& laquo; ህወሓት ለምን ተከፋፈለ?& raquo; የሚለውን ጥያቄ ነበር፡፤ መግለጫ ያወጣው ወገን ችግሩን ወደኢትዮ ኤርትራ ጦርነት መንስዔና ውጤት ወስዶታል። ከሕወሓት ማዕከላዊ ኮሚቴ አባላት መካከል ተወልደ ወ/ ማርያም አባይ ፀሐይ ገብሩ አስራት ስዬ አብርሃ ዓለም ሰገድ ገብረ አምላክ አረጋሽ አዳነ አውአሎም ወልዱ ገብረ መስቀል ኃይሉ ሀሰን ሺፋ ሰለሞን ተስፋዬ አብርሃ ካህሣይና ቢተው በላይ በጋራ አውጥተውታል የሚባለው መግለጫ እንደተገለፄው በኢትዮ ኤርትራ የወጣው የሰላም ስምምነት ሰነድ ኢትዮጵያን ሉዓላዊነት የማያስጠብቅ በመሆኑ የኢህአዴግ ሥራ አስፈፃሚ ኮሚቴ አልተቀበለውም። በሕወሓትም ዘንድ& laquo; ለኢምፔሪያሊዝም ተንበርክከን ሉዓላዊነታችንን ከማስከበር ወደኋላ የሚስብ ነው& raquo; የሚል አቋም አለ።,"[('ማክሰኞ', 'TIME'), ('ተወልደ ወ/ ማርያም', 'PER'), ('አባይ ፀሐይ', 'PER'), ('ገብሩ አስራት', 'PER'), ('ስዬ አብርሃ', 'PER'), ('ዓለም ሰገድ ገብረ አምላክ', 'PER'), ('አረጋሽ አዳነ', 'PER'), ('አውአሎም ወልዱ', 'PER'), ('ገብረ መስቀል ኃይሉ', 'PER'), ('ሀሰን ሺፋ', 'PER'), ('ሰለሞን ተስፋዬ', 'PER'), ('አብርሃ ካህሣይና', 'PER'), ('ቢተው በላይ', 'PER'), ('የኢህአዴግ', 'ORG')]"
ለጦነቱ መነሳትና የኢትዮጵያ ህዝብ ለከፈለው ቁሳቂና ሰብዓዊ ዋጋ የአመራር ስህተት አለና በግልፅ ተነጋግረውን ለችግሩ ተጠያቂ ይኑር የሚሉ ወገኖች እንዳሉም ይነገራል። ለኤርትራ መገንጠል ለኢትዮጵያ ሕዝብ ወደብ አልባ መሆን በታሪክ የትግራይ ሕዝብ ተጠያቂ የሚሆንበትን ሁኔታ ከወዲሁ እንዝጋ የሚል ሃሳብ በሕወሓት ውስጥ ሲንሸራሸር ወራት ተቆጥረዋል። ይህ እንግዲህ ቆየት ያለውን ሁኔታ ከወሰድን ነው።,"[('በሕወሓት', 'ORG')]"
የሰሞኑ የኃይል አሰላለፍና የክፍፍል ምክንያት ግን አጠቃላዩ ሁኔታ ሆኖ ለችግሩ መፈንዳትም የምዕራባውያኑ አቋም የራሱ አስተዋፅዖ አድርጓል የሚለው ሃሳብ የተደጋገመ ሆኗል። መለስ በምስጢር ወደአሜሪካ አቅንተው ዛሬ የተያዘው መንገድ በፍጹም ሊያዋጣ እንደማይችል በግልጽ ተነግሯቸዋል የሚሉ ወገኖች አሉ። አሁን በተያዘው ሁኔታ በሕወሓት ማዕከልነትና በምርጫ ስም አገራዊ ፖለቲካዊን ኢህአዴግ በብቸኝነት የያዘበት ሁኔታ ተቃዋሚ ፓርቲዎች የመንቀሳቀሻ ሜዳ ማጣታቸው በምዕራባውያኑ ዘንድ ትችትና ነቀፋ አስከትሏል።,"[('መለስ', 'PER'), ('በሕወሓት', 'ORG'), ('ኢህአዴግ', 'ORG')]"
ሕወሓት ከ25 በላይ ኩባንያዎች በላይ አደራጅቶ የአገሩን የኢኮኖሚ እንቅስቃሴ ጨምድዶ መያዙና የነፃ ገበያ ኢኮኖሚውን እድገት መግታቱ በአበዳሪዎችና በለጋሾች ዘንድ በበጐ አልታየም። የውጭ ብድርና እርዳታ በዚሁ ምክንያት ሊገኝ አለመቻሉ ተደጋግሞ እየተነገረ ነው። ኢትዮጵያ ከፓሪሱ የብድር ስረዛ የተገለለችው በዚሁ ምክንያት ነው የሚሉ አሉ። ዛሬ የሚታየውን ችግር ለመፍታት ከተፈለገ ፖለቲካው ተቃዋሚዎችን አስተናጋጅ እንዲሆን የሕወሓት ኩባንያዎች እንዲበተኑ ከምዕራብ በኩል ጠንካራ ጥያቄ አለ። ይህን መቀበል የግድ ነው የሚለው በጠቅላይ ሚኒስትር መለስ ዜናዊና በውጭ ጉዳይ ሚኒስትሩ ሥዩም መስፍን በደህንነት ጉዳይ ኃላፊው ክንፈ ገ/ መድህን የሚመራ የሕወሓት አመራር ነው። አቋማችንና ፖሊሲአችንን እንከልስ ባዮች ናቸው ይባላል። ሪፎርሚስት ተብለዋል በሰሞኑ ቋንቋ።,"[('ሕወሓት', 'ORG'), ('የሕወሓት', 'ORG'), ('በጠቅላይ ሚኒስትር', 'TTL'), ('መለስ ዜናዊና', 'PER'), ('ሥዩም መስፍን', 'PER'), ('ክንፈ ገ/ መድህን', 'PER'), ('የሕወሓት', 'ORG')]"
ከሕወሓት ማዕከላዊ ኮሚቴ አባላት መካከል ይህ የማይዋጥላቸው የላይኞቹ ናቸው። ሞተንና ታግለን ወጥተን ወርደን የትግራይን ህዝብ ልጆች መስዋዕት አድርገን ያመጣነውን ለውጥ አሳልፈን አንሰጥም። በያዝነው ቀጥለን ፖሊሲያችንን እናስፈጽስም የሚሉ ይመስላል ይኸው ቡድን ባወጣው መግለጫ& laquo; እኛ ዴሞክራሲ ብለን የታገልነው ለቡርዥው ዴሞክራሲ አይደለም። ትግላችንና የያዘነው ዓላማ የዴሞክራሲ ጐደና አርሶ አደሩን የላብ አደሩን ጥቅም የሚያስጠብቅ ሥርዓት ለመገንባት ሲሆን እነዚህ ወገኖች እንድንቀበለው ለማስገደድ እየሞከሩ ያሉት የቡርዥውን ዴሞክራሲ ነው& raquo; የሚል ኃይለ ቃል ይገኝበታል። ይህ መግለጫ እንደሚባውለ ከእነዚህ 12 ሰዎች ወጥጦ ከሆነ አገራዊና ዓለም አቀፋዊ ሁኔታ በቅጡ መገምገም አቅቷቸዋል ብሎ መደምደም ይቻላል። ይህ አቋም የማሌሊት (የማርክሳዊ ሌኒናዊ ሊግ ትግራይ) አቋም የተንጸባረቀበት ይመስላል።,"[('ከሕወሓት', 'ORG')]"
"ውስጥ አዋቂ ምንጮች እንደሚሉት ለሙስና ምክንያት የሆነው በተለይ የግዙፍ የኢኮኖሚ ተቋሞችና የመከላከያው አመራር ከሚገባው በላይ ተማክሎ በጥቂት ሰዎች እጅ መውደቁ ነው። በፕራይቬታይዜሽን ኤጀንሲ, በሕወሓት የኢኮኖሚ ድርጅቶች የመካላከያ ፕሮከርመንት እንደምሳሌ ይጠቀሳሉ። በአጠቃላይ በአገሪቱና በእነዚህ አካባቢዎችም ዴሞክራሲና ግልጽነት አለመኖሩ የአገሪቱን ኢኮኖሚ በእጅጉ እየጎዳው ይገኛል።","[('በፕራይቬታይዜሽን ኤጀንሲ', 'ORG'), ('በሕወሓት', 'ORG')]"
& laquo; ኤፈርትን& raquo; ስዬ አብርሃ ፕራይቬታይሼሽንን የስዬ አብርሃ ወንድም አሰፋ አብርሃ የሚመሩት መሆናቸው ሲታይ በሙስና ማን ማንን እየከሰሰ ነው? የሚል ጥያቄ ማስነሳቱ የማይቀር ነው። የመሰረታዊ ብረታ ብረት ኤጀንሲ ዋና ሥራ አስኪያጅ የነበሩትና የአቶ አሰፋ አብርሃ ሚስት ወንድም የሆኑት አቶ ፍጡር ዘዓብ አስግዶም ወደካናዳ ሄደው በዚያው መቀረት ሙስናው የት አካባቢ ተንሰራፍቶ እንደቆዬ አመልካች ነው የሚሉ አልታጡም።,"[('ኤፈርትን', 'ORG'), ('ስዬ አብርሃ', 'PER'), ('ፕራይቬታይሼሽንን', 'ORG'), ('የስዬ አብርሃ', 'PER'), ('አሰፋ አብርሃ', 'PER'), ('የመሰረታዊ ብረታ ብረት ኤጀንሲ', 'ORG'), ('የአቶ', 'TTL'), ('አሰፋ አብርሃ', 'PER'), ('አቶ', 'TTL'), ('ፍጡር ዘዓብ አስግዶም', 'PER')]"
በመንግሥት የልማት ድርጅቶች አሻሻጥ ግልጽነት የመታጣት ጉዳይ በሕዝብ ተወካዮች ም/ ቤት አወዛጋቢ እንደነበርና በተለይ ጣይቱ ሆቴል ለሞኒተር ጋዜጣ ባለቤትና የአቶ አሰፋ አብርሃ ሌላው የሚስት ወንድም ለሆኑት ለአቶ ፍፁም ዘዓብ አስገዶም የተሸጠበት ዋጋ ጥያቄ ውስጥ እንደሆነም ለማወቅ ተችሏል። ከማዕከላዊው ኮሚቴው አባላት መካከል የታገሉለትን ዓላማ ረስተው በሙስና የተዘፈቁ በብዛት መኖራቸው ገና ብዙ የሚመዘዝ ክር እንዳለ ይጠቁማል ባዮች ጥቂት አይደሉም።,"[('ጣይቱ ሆቴል', 'ORG'), ('የአቶ', 'TTL'), ('አሰፋ አብርሃ', 'PER'), ('ለአቶ', 'TTL'), ('ፍፁም ዘዓብ አስገዶም', 'PER')]"
ይህም ብቻ አይደለም። የኢህአዴግንም ጉባዔ ጠርቶ የመንግሥት ሥልጣንን ለማጠናከር ዛሬ በየድርጅቶቹ ያለው ልዩነትና ችግር የሚያስችል አይመስልም። በሕወሓት ውስጥ የተፈጤረው ችግርና የመስመር ልዩነት በአባል ድርጅቶቹና በአባላቱም ውስጥ መከሰቱ የማይቀር ነው። ያለመፍትሔ ችግሩን እያንከባለሉ መቀጠል ደግሞ አይቻልም። ይህ ደግሞ መንግሥታዊ መዘውሩን ለሚመሩት ጠቅላይ ሚኒስትር መለስ ዜናዊ ታላቅ ፈተና ሆኖ ተደቅኗል።,"[('የኢህአዴግንም', 'ORG'), ('ጠቅላይ ሚኒስትር', 'TTL'), ('መለስ ዜናዊ', 'PER')]"
11 ሚሊዮን የሚደርሰው የኢትዮጵያ ሕዝብ አስጊ የርሀብ አደጋ ውስጥ እንደሚገኝና ለርሀቡ ከለጋሾች የተገባው ቃልም አነስተኛ መሆኑን ኦክስፋም ኢንተርናሽናል አስታወቀ።,"[('ኦክስፋም ኢንተርናሽናል', 'ORG')]"
ኦክስፋም ይህንን ያስታወቀው ባለፈው ሀሙስ በሰጠው ጋዜጣዊ መግለጫ ላይ ሲሆን በተለይም በአሁኑ ወቅት 3.  ሚሊዮን የሚሆኑ ሰዎች በሞት አፋፍ ላይ ስለሚገኙ የለጋሾችን ሰፊ ርብርብ ይጠይቃል ብሏል።,"[('ኦክስፋም', 'ORG'), ('ባለፈው ሀሙስ', 'TIME')]"
""" ኢትዮጵያውያኑ ለመታደግ ከምንም ጊዜ በበለጠ ጥረት የሚያስፈልግበት ጊዜ ዛሬ ነው"" የሚል ኦክስፋም ኢንተርናሽናል ለጋሾች እስካሁን ያደረጉት ርብርብ እንዳለ ሆኖ ለ2003 ሊለገስ ከሚገባው እርዳታ ውስጥ ቢያንስ ግማሹን ለመስጠት ቃል መግባት እንደሚገባቸው አሳስቧል።","[('ኦክስፋም ኢንተርናሽናል', 'TIME'), ('ለ2003', 'TIME')]"
እንደ አለም ምግብ ፕሮግራም መረጃ እስከ ሰኔ 1995 ዓ. ም ድረስ ላለው ጊዜ ለአስቸኳይ የምግብ እህል እርዳታ ከለጋሾች አስተማማኝ ቃል ቢገባም ከሰኔ ወር በኋላ ግን የ11 ሚሊዮን ረሀብተኞች እጣ ፈንታ አሳሳቢ እንደሚሆን ነው ኦክስፋም ያስታወቀው።,"[('ሰኔ 1995 ዓ. ም', 'TIME'), ('ከሰኔ ወር', 'TIME'), ('ኦክስፋም', 'ORG')]"
ከሞሪታንያ እስከ አንጐላ ድረስ ያሉ ሀገራት እንደ ኢትዮጵያ ሁሉ የአስቸኳይ ጊዜ የምግብ እርዳታን የሚጠብቁ ቢሆንም በአስጊ ሁኔታ ውስጥ ለሚገኙት 11 ሚሊዮን ኢትዮጵያዊያን ከምንም በላይ ትኩረት ማድረጉ ለለጋሾች ግድ ነው ሲል ኦክስፋም ገልጿል።,"[('ኦክስፋም', 'ORG')]"
ኢነጋማ በረቂቅ የፕሬስ ሕጉ ላይ የተቃውሞ ፊርማ እንደሚያሰባስብ ገለጸ,"[('ኢነጋማ', 'ORG')]"
በረቂቅ የፕሬስ ሕጉ ላይ ያለውን ተቃውሞ በመግለጽ ሕብረተሰቡ የሚሳተፍበት የተቃውሞ ፊርማ እንደሚያሳስቡ አቶ ክፍሌ ሙላት የኢነጋማ ፕሬዝዳንት ኢሰመጉ በሰሜን ሆቴል በጠራው ስብሰባ ላይ ገለጹ።,"[('አቶ', 'TTL'), ('ክፍሌ ሙላት', 'PER'), ('የኢነጋማ', 'ORG'), ('ኢሰመጉ', 'ORG'), ('በሰሜን ሆቴል', 'LOC')]"
የተለያዩ ዓለም አቀፍ የነጻ ፕሬስ ድርጅቶች የአለፈውን ዓመት ረቂቅ የፕሬስ ህግ ተቃውመው ማሻሻያ ሰጥተው ቢልኩም አንድም ማሻሻያ ሳይደረግ ነው ለሚኒስትሮች የሚቀርበው ያሉት አቶ ክፍሌ የፕሬስ ነጻነትን ረግጦ ዴሞክራሲያን ማስፋፋት የማይመስል ነው ብለዋል።,"[('አቶ', 'TTL'), ('ክፍሌ', 'PER')]"
በኢትዮጵያ የኢንፎርሜሽን መብት ላይ ኃያል ክንዳቸውን ለማሳረፍ ነው የተፈለገው በጋዜጣ አዟሪዎች፣ በአሳታሚ ድርጅቶች፣ በኢንፎርሜሽን መብት ላይ፣ በፕሬስ ካውንስል ማቋቋም መብት ላይ፤ ረቂቅ የፕሬስ ህጉ አፋኝ አንቀጾችን ስለሚያሰፍር ሕዝቡ ለመብቱ ሲል መቃወም አለበት ብለዋል። የፕሬስ ህጉን ከህግ አኳያ ተመልክተው ሃሳባቸውን የገለጹት በአዲስ አበባ ዩኒቨርስቲ የሕግ መምህር የሆኑት ፕሮፌሰር ጥላሁን ተሾመ በበኩላቸው& laquo; የፕሬስ ሕጉ የማርቀቅ ችግር የድግግሞሽ ችግር አለበት። የአሳዳጊነት መብቱ በፍርድ ቤት የተገፈፈ ሰው ጋዜጠኛ መሆን አይችልም የሚለው አንቀጽ ትርጉም የማይሰጥ ነው። ለአፈጻጸም አስቸጋሪ የሆኑ አንቀጾችንም ይዟል። በተሻሻለው የቤተሰብ ህግ እንኳ የሌለ የዘመድ ቆጠራ በፕሬስ ህጉ ላይ እስከ ሶስትና አራት ቤተሰብ ድረስ አብሮ መሥራት አይቻልም የሚለው ህግ የማይመስል ነው። በአጠቃላይ የፕሬስ ሥራን ከመደገፍ ይልቅ ለመቆጣጠር የወጡ ሕጐች ናቸው የሚመስሉኝ።,"[('ፕሮፌሰር', 'TTL'), ('ጥላሁን ተሾመ', 'PER')]"
የኢትዮጵያ አርቢትሬሽን ኤንድ ኮንሲሊየሽን ሴንተር/ የሽምግልና ዳኝነትና የእርቅ ማዕከል የሥራ አመራር ምክር ቤት ሊቀመንበር አቶ ውብሸት አየለ በተለይ ከጦቢያ ጋር ባደረጉት ቃለ ምልልስ እንዳስታወቁት ማዕከሉ የበርካታ ዓመታት ልምድና ስልጠና ያላቸውን የሕግ ባለሙያዎችን በሽምግልና ዳኝነት በገላጋይነትና አስታራቂነት መዝገቡ ውስጥ ማካተቱን ተናግረዋል።,"[('የኢትዮጵያ አርቢትሬሽን ኤንድ ኮንሲሊየሽን ሴንተር', 'ORG'), ('አቶ', 'TTL'), ('ውብሸት አየለ', 'PER')]"
አቶ ውብሸት ስለማዕከሉ አስፈላጊነት ተጠይቀው እንደመለሱት& laquo; በመደበኛ ፍርድ ቤት የሚካሄዱ ክርክሮች ጊዜ ይወስዳሉ፣ ወጪም ያስከትላሉ ነገር ግን እነዚህን ወደ መደበኛ ፍርድ ቤት የሚሄዱ ጉዳዮችን በሽምግልና ዳኝነት በግልግልና በዕርቅ በመጨረስ የጊዜና የገንዘብ ችግርን እንዲወገዱ ያደርጋል& raquo; ብለዋል።,"[('አቶ', 'TTL'), ('ውብሸት', 'PER')]"
በማዕከሉ የሚሰጡ ውሳኔዎች ሕጋዊነት ምን ያህል ነው ተብሎ ከጋዜጣው ለቀረበ ጥያቄ መልስ የሰጡት አቶ ውብሸት ማዕከሉ ለግልግል ዳኝነቱ ቦታና ቁሳቁስ የሚያመቻች እንጂ የውሳኔ አካል አይደለም ውሳኔው የሽማግሌዎቹና የባለጉዳዮቹ ብቻ ነው ብለዋል።,"[('አቶ', 'TTL'), ('ውብሸት', 'PER')]"
